opportunity_id,product,account,deal_stage,engage_date,close_date,close_value
Y7TVYRAX,gtx plus pro,bubba gump,lost,2017-08-22,2017-11-10,0.0
04YBYVPV,gtxpro,ganjaflex,won,2017-08-22,2017-09-02,4649.0
2UZXS1I2,gtxpro,umbrella corporation,won,2017-08-22,2017-09-01,4787.0
TZPE6M07,mg advanced,,engaging,2017-08-22,,
KU7COUGK,mg advanced,the new york inquirer,won,2017-08-22,2017-12-22,2994.0
G03J67Z1,gtx plus basic,,engaging,2017-08-22,,
TM70L0W8,gtxpro,,engaging,2017-08-22,,
23K5J6JP,mg advanced,funholding,lost,2017-08-23,2017-11-08,0.0
X7DYUDEB,mg special,condax,won,2017-08-23,2017-11-14,58.0
WK1319MB,mg advanced,,engaging,2017-08-23,,
EMGB7S71,gtx plus basic,betatech,won,2017-08-23,2017-11-13,1074.0
EWAMDI1N,mg special,isdom,won,2017-08-23,2017-08-26,54.0
S53EVWFC,gtxpro,,engaging,2017-08-23,,
5D8MX6L9,gtx basic,ganjaflex,lost,2017-08-23,2017-11-01,0.0
Q9BUCL60,gtx plus basic,ganjaflex,won,2017-08-23,2017-12-03,1054.0
AEZIAPTN,gtxpro,betatech,won,2017-08-23,2017-11-14,4833.0
IAW2UHNH,gtxpro,dontechi,won,2017-08-23,2017-12-20,4744.0
1397M445,mg advanced,plussunin,lost,2017-08-23,2017-11-03,0.0
5IMH88MT,gtx basic,labdrill,won,2017-08-23,2017-11-29,508.0
I86DM1B9,mg special,gogozoom,won,2017-08-23,2017-11-19,57.0
YB4YJTK4,gtx basic,lexiqvolax,engaging,2017-08-23,,
HTZD5YGO,gtx plus basic,j texon,lost,2017-08-23,2017-09-13,0.0
FBEP7939,gtxpro,scotfind,won,2017-08-23,2017-11-15,5280.0
NH44FYAA,mg special,sunnamplex,won,2017-08-23,2017-08-25,62.0
Z6AO7S3R,mg advanced,hottechi,lost,2017-08-23,2017-11-07,0.0
8V3XDZ0D,gtx basic,inity,won,2017-08-23,2017-11-21,528.0
18T73EHS,gtx plus basic,labdrill,won,2017-08-23,2017-08-27,993.0
RKTTVMMP,gtx plus basic,y corporation,won,2017-08-23,2017-09-10,1121.0
UDXG59P0,gtx plus pro,faxquote,won,2017-08-23,2017-12-03,5110.0
VMOGUQA7,mg special,conecom,won,2017-08-23,2017-12-13,51.0
0L3VYSKY,gtx basic,isdom,lost,2017-08-23,2017-09-05,0.0
PG5S1KYF,gtx plus pro,kan code,lost,2017-08-23,2017-12-31,0.0
LVF6FP4A,mg advanced,silis,lost,2017-08-23,2017-11-28,0.0
RGZHQ2MJ,mg special,zumgoity,lost,2017-08-23,2017-09-05,0.0
P6NQ2LZK,gtx basic,,engaging,2017-08-23,,
0XYUJ7HF,mg special,isdom,engaging,2017-08-23,,
QKW7MDJK,gtxpro,,engaging,2017-08-23,,
3THBBYXS,gtx basic,ganjaflex,won,2017-08-23,2017-12-08,542.0
XHDAW1SQ,gtx basic,yearin,won,2017-08-23,2017-12-21,576.0
GIO029D3,gtx plus pro,donquadtech,lost,2017-08-23,2017-08-31,0.0
UIOJX7O0,gtxpro,,engaging,2017-08-24,,
CN8X0DLA,gtx plus basic,stanredtax,engaging,2017-08-24,,
HF1GSBT4,gtx plus pro,,engaging,2017-08-24,,
ZVXINY4O,gtxpro,zotware,lost,2017-08-24,2017-11-28,0.0
M9N3HWGC,gtx basic,zoomit,lost,2017-08-24,2017-12-24,0.0
H56FMPGG,gtx basic,hottechi,won,2017-08-24,2017-08-30,551.0
Z8Z77GN3,gtxpro,,engaging,2017-08-24,,
IH4O3JXV,gtx basic,singletechno,won,2017-08-24,2017-09-10,597.0
B6L071P2,gtx plus basic,lexiqvolax,won,2017-08-24,2017-11-13,948.0
3ISHFT20,mg special,zoomit,won,2017-08-24,2017-12-18,62.0
OBFCOV33,mg advanced,scotfind,won,2017-08-24,2017-12-08,4139.0
78OETKRD,gtx plus pro,dambase,won,2017-08-24,2017-11-03,6322.0
6IJNBKST,gtx basic,konex,lost,2017-08-24,2017-08-31,0.0
RM4HCA1W,mg special,finhigh,lost,2017-08-24,2017-08-31,0.0
Y1FWLR93,gtx plus pro,kan code,won,2017-08-24,2017-09-02,5415.0
ORUHS3Q2,gtx basic,sonron,won,2017-08-24,2017-11-17,432.0
9RLSCMM9,mg special,condax,won,2017-08-24,2017-08-30,53.0
3QS2B6IN,mg special,rundofase,won,2017-08-24,2017-09-03,57.0
XCB9CPID,mg special,streethex,won,2017-08-24,2017-12-09,56.0
7EJJ9KVZ,mg special,donware,won,2017-08-24,2017-09-03,55.0
M4MOGAS4,mg advanced,acme corporation,won,2017-08-24,2017-08-25,3146.0
LKJZEISS,gtx basic,,engaging,2017-08-24,,
ZNU9YDS9,mg special,stanredtax,won,2017-08-25,2017-11-03,67.0
V3VJRFBV,gtx basic,kan code,lost,2017-08-25,2017-11-03,0.0
PDI7F0LR,mg advanced,ganjaflex,won,2017-08-25,2017-12-04,2613.0
Y0M8X7BV,gtx plus pro,,engaging,2017-08-25,,
KJ93MS4W,gtx plus basic,yearin,won,2017-08-25,2017-11-02,977.0
TWEVVI99,gtx plus basic,scottech,engaging,2017-08-25,,
5R1XNYTM,mg advanced,bubba gump,lost,2017-08-25,2017-11-25,0.0
PRQ96EWX,gtxpro,gekko co,won,2017-08-25,2017-09-07,4445.0
RUN3Z87A,gtx plus basic,donquadtech,lost,2017-08-25,2017-11-18,0.0
9RGQ8HED,mg special,zotware,won,2017-08-25,2017-12-29,54.0
RSSYISWE,mg advanced,labdrill,won,2017-08-25,2017-12-01,3331.0
67ORNLJ3,gtx basic,dontechi,won,2017-08-25,2017-09-05,474.0
M28Z11DC,gtx plus basic,blackzim,lost,2017-08-25,2017-08-31,0.0
DIVKSHY7,gtx plus basic,condax,won,2017-08-25,2017-11-13,994.0
RLTHGLLJ,gtx plus pro,singletechno,won,2017-08-25,2017-11-23,4773.0
EC8A1L94,mg special,dambase,lost,2017-08-25,2017-11-25,0.0
0H9C9J03,gtx plus basic,,engaging,2017-08-25,,
OO4Z7LB9,gtx plus basic,stanredtax,lost,2017-08-25,2017-08-30,0.0
PWOX6RY8,mg special,rangreen,won,2017-08-25,2017-11-22,63.0
0VG9PGMI,gtx plus pro,hatfan,won,2017-08-25,2017-09-13,6391.0
LKFYC5X3,mg special,donware,won,2017-08-25,2017-12-15,58.0
984H5OG0,mg special,finhigh,won,2017-08-25,2017-12-04,54.0
AB39AL3A,gtx plus pro,plexzap,lost,2017-08-25,2017-11-22,0.0
1SKGHPHL,gtx plus pro,rantouch,won,2017-08-25,2017-11-21,5129.0
VGSH1TSW,mg special,vehement capital partners,engaging,2017-08-25,,
YTMPHIQY,mg advanced,ganjaflex,lost,2017-08-25,2017-08-30,0.0
WZ3FJA3V,gtx plus basic,labdrill,engaging,2017-08-25,,
TLLW2ZRM,gtxpro,condax,engaging,2017-08-25,,
6HE07D76,gtx basic,hatfan,won,2017-08-25,2017-11-19,454.0
64CTQ6C5,gtx plus pro,bioholding,won,2017-08-26,2017-11-02,6659.0
5J4Z0RYC,gtx basic,bioplex,won,2017-08-26,2017-09-08,572.0
ERWWQ79N,gtx plus basic,bubba gump,won,2017-08-26,2017-11-19,1046.0
2F41W100,gtx plus basic,,engaging,2017-08-26,,
08O63ECM,mg advanced,gekko co,won,2017-08-26,2017-12-01,3281.0
AMGF31TA,mg special,statholdings,lost,2017-08-26,2017-09-05,0.0
DUJ52ZYK,mg advanced,singletechno,won,2017-08-26,2017-09-10,3462.0
N2C3ASJ9,gtx plus pro,scotfind,won,2017-08-26,2017-09-06,6029.0
059K86LU,gtx plus pro,labdrill,engaging,2017-08-26,,
62WFO2I3,gtx basic,finjob,won,2017-08-26,2017-12-04,566.0
55O18ALO,gtxpro,fasehatice,lost,2017-08-26,2017-11-08,0.0
ZTUJ5KQ8,mg special,scottech,lost,2017-08-26,2017-11-12,0.0
ZQHJNTDK,gtx plus basic,isdom,won,2017-08-26,2017-11-13,1042.0
K0IV66AV,gtx basic,betasoloin,won,2017-08-26,2017-11-07,539.0
8PLXH354,mg special,,engaging,2017-08-26,,
KJ4NAGS5,mg special,kan code,won,2017-08-26,2017-11-16,56.0
70A4A2GV,mg special,gogozoom,won,2017-08-26,2017-11-28,60.0
6TND1V4T,mg special,scotfind,lost,2017-08-26,2017-08-27,0.0
43FW6W9O,mg advanced,sunnamplex,won,2017-08-26,2017-11-04,3966.0
QB4FISNE,mg special,bluth company,lost,2017-08-26,2017-08-27,0.0
41S0S9KP,gtx basic,umbrella corporation,won,2017-08-26,2017-11-23,471.0
RU5X1LZM,gtxpro,,engaging,2017-08-26,,
JESVHYTG,gtx basic,cancity,won,2017-08-27,2017-09-05,597.0
P3HO0L6P,mg special,condax,won,2017-08-27,2017-11-14,53.0
6GDZDVTV,mg special,dontechi,won,2017-08-27,2017-09-13,59.0
OO9U4C0Y,gtx plus basic,y corporation,engaging,2017-08-27,,
Y5A5G2L5,gtx basic,bubba gump,won,2017-08-27,2017-12-08,606.0
WZN26QZQ,gtx plus pro,lexiqvolax,engaging,2017-08-27,,
PG4UQI8B,gtx plus basic,kan code,lost,2017-08-27,2017-11-20,0.0
M40Z4KWL,gtxpro,zotware,won,2017-08-27,2017-11-25,5305.0
BB46B5C7,gtx plus basic,zoomit,lost,2017-08-27,2017-11-02,0.0
7K1KXMBT,gtxpro,,engaging,2017-08-27,,
TCJA7XF2,mg special,,engaging,2017-08-27,,
TPJNVDPH,gtx basic,kan code,lost,2017-08-27,2017-11-16,0.0
FMMAQM87,gtx basic,green plus,won,2017-08-27,2017-09-09,596.0
46UITTY6,gtx basic,singletechno,won,2017-08-27,2017-11-04,545.0
KK5YBPU6,gtx basic,labdrill,won,2017-08-27,2017-08-29,548.0
A7FCLQ42,mg advanced,finhigh,lost,2017-08-27,2017-12-15,0.0
G2C5RKTN,gtx basic,umbrella corporation,won,2017-08-27,2017-09-21,415.0
UNSJB0L7,gtxpro,singletechno,won,2017-08-27,2017-08-28,3754.0
TGSLH2ZD,gtx basic,,engaging,2017-08-27,,
OLXEYM3P,gtx basic,,engaging,2017-08-27,,
UJT04PL7,gtx basic,plusstrip,won,2017-08-27,2017-11-29,498.0
DCIFTBM0,gtx basic,condax,won,2017-08-28,2017-12-21,489.0
BTZ06Z6O,gtx plus basic,ontomedia,won,2017-08-28,2017-09-05,1022.0
S9CGS0IX,gtx plus pro,acme corporation,lost,2017-08-28,2017-11-07,0.0
ZTYHMEQY,gtx basic,cancity,won,2017-08-28,2017-09-11,525.0
IOTAHMQX,gtx plus basic,codehow,won,2017-08-28,2017-09-07,1252.0
3ORQ2R0R,gtxpro,,engaging,2017-08-28,,
01DZ14Y0,mg advanced,dambase,lost,2017-08-28,2017-11-25,0.0
1T91NEIV,mg special,conecom,won,2017-08-28,2017-09-11,63.0
41B62CUB,mg special,j texon,lost,2017-08-28,2017-11-11,0.0
G0QOVMMS,gtx basic,zoomit,won,2017-08-28,2017-12-28,474.0
FG79OR5X,gtx plus basic,xx holding,won,2017-08-28,2017-11-19,1132.0
QY4ZMI2F,gtx plus basic,warephase,lost,2017-08-28,2017-09-14,0.0
VY0QPLGN,gtx plus basic,dambase,won,2017-08-28,2017-11-12,1215.0
XP1PQSPC,gtx plus basic,kan code,won,2017-08-28,2017-09-27,1081.0
K3KT8S1F,mg special,sonron,won,2017-08-28,2017-11-07,49.0
5CIT07UC,gtx basic,hottechi,won,2017-08-28,2017-09-14,653.0
VIZ9ZLVT,gtx plus basic,rundofase,lost,2017-08-28,2017-11-30,0.0
9ZY0QQ8Q,mg advanced,genco pura olive oil company,lost,2017-08-28,2017-11-27,0.0
0WGCUB3L,gtx plus basic,rundofase,won,2017-08-28,2017-09-13,1105.0
QCN2DZQQ,gtx plus basic,the new york inquirer,won,2017-08-28,2017-09-21,948.0
ZAY2J4I5,mg advanced,zoomit,lost,2017-08-28,2017-09-10,0.0
J25NMK6Q,mg special,bluth company,lost,2017-08-28,2017-11-11,0.0
DZHIAZ5H,gtx plus basic,streethex,lost,2017-08-29,2017-09-05,0.0
233HYDSP,mg special,gogozoom,won,2017-08-29,2017-12-03,44.0
7868JVH9,gtx plus basic,rantouch,engaging,2017-08-29,,
EXXFSC3O,gtxpro,opentech,won,2017-08-29,2017-11-15,4343.0
U68B4UQU,gtx plus pro,treequote,won,2017-08-29,2017-09-13,5096.0
73EBDWP4,gtx plus pro,warephase,won,2017-08-29,2017-09-30,4994.0
FQQ3XQNG,gtx plus basic,donquadtech,won,2017-08-29,2017-12-01,1251.0
C4KZVTYR,gtx basic,gekko co,won,2017-08-29,2017-11-11,602.0
HWXJWHGI,gtx basic,sumace,won,2017-08-29,2017-09-08,600.0
W36MU0PW,gtx basic,yearin,won,2017-08-29,2017-09-09,595.0
OWEMO7RD,mg special,sonron,lost,2017-08-29,2017-11-25,0.0
9XU06EA8,gtxpro,codehow,lost,2017-08-29,2017-11-01,0.0
DC2NI04U,mg advanced,hottechi,won,2017-08-29,2017-12-31,3064.0
RYNZ2WOK,mg advanced,iselectrics,engaging,2017-08-29,,
BO2XRLBS,mg special,ron tech,lost,2017-08-29,2017-11-16,0.0
V9YY2XIE,mg advanced,zumgoity,lost,2017-08-29,2017-11-28,0.0
J3K9EXW0,gtx plus pro,acme corporation,won,2017-08-29,2017-12-25,5790.0
N9KFQCOH,gtxpro,vehement capital partners,won,2017-08-29,2017-09-05,5688.0
GSPDR7BH,gtx basic,cancity,won,2017-08-29,2017-11-02,672.0
MB0XTICR,mg special,bioholding,won,2017-08-29,2017-12-08,62.0
04SQ7RNY,gtxpro,fasehatice,won,2017-08-29,2017-12-19,4577.0
PTZ9QLEF,gtx basic,,engaging,2017-08-29,,
WIHGFD8B,mg special,funholding,lost,2017-08-30,2017-11-19,0.0
O3Q5B86F,gtx plus basic,warephase,won,2017-08-30,2017-12-26,1118.0
PE3P7M7S,mg special,statholdings,won,2017-08-30,2017-09-08,55.0
401BY1PW,gtxpro,ganjaflex,won,2017-08-30,2017-12-21,5052.0
9RQ8FZYQ,gtxpro,zotware,won,2017-08-30,2017-09-04,4023.0
R65LGLJ0,mg special,,engaging,2017-08-30,,
G7NU2YCG,mg special,iselectrics,won,2017-08-30,2017-09-08,57.0
R9RWFEEJ,mg special,gekko co,won,2017-08-30,2017-11-23,59.0
WV2OG7C3,mg special,xx zobam,lost,2017-08-30,2017-11-18,0.0
LDIBOTNO,gtxpro,kinnamplus,won,2017-08-30,2017-09-07,5544.0
FC4ZD68R,gtxpro,warephase,lost,2017-08-30,2017-11-15,0.0
YH6ST9KT,mg special,treequote,lost,2017-08-30,2017-08-31,0.0
9S8E95EI,gtxpro,condax,won,2017-08-30,2017-09-18,4598.0
RLHNEVYY,gtxpro,conecom,won,2017-08-30,2017-09-10,5008.0
OFP1MLFY,gtxpro,statholdings,won,2017-08-30,2017-12-09,3932.0
CQELCLO0,gtx plus basic,zathunicon,won,2017-08-30,2017-12-29,1166.0
L351AATH,gtx plus basic,ron tech,lost,2017-08-30,2017-12-06,0.0
VBKF5FPB,gtx plus basic,dalttechnology,won,2017-08-30,2017-09-06,1195.0
68YAXBZN,mg special,xx holding,lost,2017-08-30,2017-11-04,0.0
EFB0NFP3,gtx basic,genco pura olive oil company,won,2017-08-30,2017-12-23,551.0
CB0NZYB2,gtx basic,globex corporation,won,2017-08-30,2017-09-08,623.0
QKUULSVC,gtxpro,kan code,lost,2017-08-30,2017-11-16,0.0
8838GIT9,mg special,plexzap,lost,2017-08-30,2017-11-05,0.0
5DOARVYO,mg special,genco pura olive oil company,lost,2017-08-30,2017-09-10,0.0
XXD7OQOH,mg special,,engaging,2017-08-30,,
0N2VYY6Z,gtx basic,labdrill,lost,2017-08-30,2017-09-19,0.0
LWCKCV0M,gtxpro,xx holding,won,2017-08-30,2017-09-15,4592.0
L40FW06K,gtx basic,condax,won,2017-08-30,2017-12-22,555.0
XXXM7BMA,mg advanced,dontechi,won,2017-08-30,2017-11-14,3703.0
F7S1OPQS,gtx plus basic,scotfind,won,2017-08-30,2017-12-13,942.0
U5JFEXOI,gtx plus pro,groovestreet,won,2017-08-30,2017-12-08,6489.0
HR3DH6DX,gtxpro,cancity,lost,2017-08-30,2017-11-20,0.0
LMU41E2W,mg special,,engaging,2017-08-30,,
9EICLJHY,mg special,sunnamplex,won,2017-08-30,2017-11-17,63.0
01FNZW2T,gtxpro,bubba gump,won,2017-08-30,2017-12-08,3974.0
3CS2IXT0,mg special,conecom,won,2017-08-30,2017-11-16,66.0
O9MHRAK6,gtx basic,finjob,won,2017-08-30,2017-12-14,532.0
1Y58TSUU,mg special,,engaging,2017-08-30,,
KPW4J1CR,gtx basic,dalttechnology,won,2017-08-30,2017-12-21,503.0
KAPPUUYY,gtx basic,zumgoity,won,2017-08-31,2017-11-24,594.0
WNTAT1OT,gtx basic,,engaging,2017-08-31,,
WRLAVDPH,gtxpro,ganjaflex,won,2017-08-31,2017-09-02,4958.0
1W5FOS69,gtxpro,mathtouch,won,2017-08-31,2017-11-30,4201.0
GFBJXXI1,mg special,streethex,lost,2017-08-31,2017-09-13,0.0
2HYR0Q4Y,mg advanced,plussunin,lost,2017-08-31,2017-11-13,0.0
XVM3UK16,gtx plus pro,mathtouch,lost,2017-08-31,2017-11-06,0.0
CDAMI76Z,gtx plus pro,finhigh,won,2017-08-31,2017-09-10,5293.0
6M77EGH7,mg advanced,ganjaflex,won,2017-08-31,2017-11-26,4456.0
9CLDDA0W,gtx plus basic,newex,lost,2017-08-31,2017-11-18,0.0
8CQ2I2P2,gtxpro,globex corporation,lost,2017-08-31,2017-11-18,0.0
GEFQNRF3,gtx basic,globex corporation,won,2017-08-31,2017-12-20,525.0
EDM7CEZ6,gtxpro,opentech,engaging,2017-08-31,,
XBPJ6M4K,gtx basic,finhigh,engaging,2017-08-31,,
XRZNF1LQ,gtxpro,,engaging,2017-08-31,,
PCQUKUM5,gtx plus pro,dontechi,won,2017-08-31,2017-09-16,4809.0
6CT660FF,gtx plus basic,,engaging,2017-08-31,,
MZ987882,gtx plus basic,warephase,won,2017-08-31,2017-12-17,1374.0
02EC1993,mg special,scottech,won,2017-08-31,2017-11-08,57.0
NUS67BOQ,gtx basic,,engaging,2017-08-31,,
UQCPNZO1,gtx basic,zumgoity,won,2017-08-31,2017-09-15,552.0
0NP0XPLQ,mg special,toughzap,won,2017-08-31,2017-09-03,59.0
S2WRH3QA,mg advanced,betatech,won,2017-08-31,2017-09-30,4011.0
RTX8ZJXT,gtx basic,,engaging,2017-08-31,,
QJV1UWL5,mg special,rantouch,won,2017-08-31,2017-12-20,54.0
GNAX12Z6,mg advanced,green plus,won,2017-08-31,2017-09-07,3337.0
62NZ0THZ,mg special,yearin,won,2017-08-31,2017-09-22,60.0
6C6Z3HRA,gtx basic,,engaging,2017-08-31,,
PSKWV2JJ,gtx plus basic,blackzim,won,2017-08-31,2017-11-19,1011.0
05HLE3JL,gtx basic,stanredtax,won,2017-09-01,2017-12-03,514.0
CAF97SA2,gtx plus basic,streethex,won,2017-09-01,2017-11-13,1060.0
AAFPTXEB,mg special,treequote,won,2017-09-01,2017-11-08,58.0
102XKYAC,gtxpro,zotware,engaging,2017-09-01,,
D74OAJB4,mg advanced,isdom,lost,2017-09-01,2017-12-01,0.0
A5SCVK7E,gtx plus pro,goodsilron,engaging,2017-09-01,,
CQDL6WZX,gtxpro,isdom,lost,2017-09-01,2017-09-17,0.0
VAV3N62C,gtxpro,cancity,won,2017-09-01,2017-09-12,4375.0
OK7R7I2A,gtxpro,rundofase,won,2017-09-01,2017-12-04,4819.0
ASZNII2J,mg special,,engaging,2017-09-01,,
IOMVIZR8,gtxpro,stanredtax,won,2017-09-01,2017-11-04,5729.0
BTT2TM8O,mg advanced,warephase,won,2017-09-01,2017-11-06,3447.0
KAGK2GQJ,gtx plus pro,,engaging,2017-09-01,,
FYNL84HO,gtx plus pro,doncon,won,2017-09-01,2017-11-13,6101.0
ZBB9CDO4,gtx plus basic,j texon,won,2017-09-01,2017-09-18,1088.0
IV5UVG0R,gtx plus pro,sunnamplex,won,2017-09-01,2017-09-17,5431.0
TDHFX8SC,mg special,hottechi,won,2017-09-01,2017-12-13,50.0
7OXU784Y,mg special,konex,won,2017-09-01,2017-11-25,62.0
MA6F51AR,mg special,zoomit,won,2017-09-01,2017-11-29,57.0
WDT43Q6O,gtx plus basic,zumgoity,won,2017-09-01,2017-09-14,1098.0
XKYHE3OH,gtx plus basic,umbrella corporation,won,2017-09-01,2017-11-16,975.0
R65NL57V,mg special,plussunin,won,2017-09-01,2017-11-05,56.0
AKBRVLRZ,mg special,globex corporation,won,2017-09-01,2017-09-14,63.0
8FZ7CWPP,mg special,isdom,won,2017-09-01,2017-09-11,61.0
EQPGDVWK,gtx basic,labdrill,won,2017-09-01,2017-12-03,614.0
I819UEG6,mg special,gogozoom,lost,2017-09-02,2017-11-04,0.0
TXZTEEUJ,gtxpro,betatech,lost,2017-09-02,2017-12-13,0.0
6OD1J7MW,gtx plus pro,plexzap,engaging,2017-09-02,,
XO8TRDKK,mg special,acme corporation,won,2017-09-02,2017-09-17,57.0
74YNCNQM,mg special,domzoom,won,2017-09-02,2017-12-04,58.0
I5QVV9C5,gtx plus basic,hatfan,lost,2017-09-02,2017-12-20,0.0
SS0ZF7SG,mg advanced,goodsilron,won,2017-09-02,2017-12-15,3482.0
2GRNCODO,gtx plus pro,hatfan,lost,2017-09-02,2017-11-05,0.0
2UNAJCGN,gtx plus pro,singletechno,lost,2017-09-02,2017-11-11,0.0
ZP5Q4YUJ,gtx basic,plusstrip,won,2017-09-02,2017-11-24,529.0
7XL4JYSB,mg advanced,blackzim,lost,2017-09-02,2017-11-24,0.0
HEZ8H6MK,gtx basic,plusstrip,won,2017-09-02,2017-11-08,505.0
50AWO49B,gtx basic,sonron,won,2017-09-02,2017-12-27,456.0
CID4Y877,gtx plus basic,bioholding,lost,2017-09-02,2017-12-13,0.0
T20CPZ52,gtx plus basic,stanredtax,lost,2017-09-02,2017-11-29,0.0
HVF0VLJ3,gtx basic,globex corporation,lost,2017-09-02,2017-11-11,0.0
A86ZEF94,mg special,hottechi,lost,2017-09-02,2017-11-30,0.0
8OMML4E8,gtx basic,lexiqvolax,won,2017-09-02,2017-09-16,555.0
283Y9ULR,mg special,konex,won,2017-09-02,2017-09-23,47.0
J0G6ZLYZ,gtx plus pro,,engaging,2017-09-02,,
C0LNV4PU,gtx basic,finjob,won,2017-09-02,2017-12-04,585.0
YB6UP71G,mg special,bioholding,won,2017-09-03,2017-09-06,64.0
A30VAQHM,mg special,inity,won,2017-09-03,2017-11-21,58.0
LOQ46F0T,gtx basic,,engaging,2017-09-03,,
ZH2TBHVZ,gtx basic,gekko co,won,2017-09-03,2017-09-08,635.0
UKJO54QY,gtxpro,donquadtech,won,2017-09-03,2017-09-13,5626.0
9868N4GB,mg advanced,xx zobam,won,2017-09-03,2017-12-14,3595.0
JKAYQ4HQ,mg special,,engaging,2017-09-03,,
L5UKY73S,gtxpro,treequote,lost,2017-09-03,2017-11-04,0.0
7DDPLMQ5,gtxpro,inity,won,2017-09-03,2017-12-02,4981.0
DZP41ANW,gtx plus basic,,engaging,2017-09-03,,
GRYHHER0,mg special,finhigh,engaging,2017-09-03,,
4KVZVHNN,gtx basic,hatfan,won,2017-09-03,2017-09-14,524.0
ULWQ61OZ,mg special,nam zim,won,2017-09-03,2017-12-06,54.0
FKU9TS06,gtxpro,funholding,won,2017-09-03,2017-09-16,5080.0
H8XH5MFQ,gtx plus pro,,engaging,2017-09-03,,
OPFBXGFV,mg special,scotfind,won,2017-09-03,2017-12-12,50.0
UCV49FYZ,gtx plus pro,nam zim,won,2017-09-03,2017-09-09,6656.0
F58R70DY,gtxpro,donquadtech,won,2017-09-03,2017-09-10,4641.0
1H2PVLZ3,gtk 500,xx holding,won,2017-09-03,2017-11-10,26186.0
YPM5PZMD,mg special,,engaging,2017-09-03,,
DV6WD759,mg advanced,newex,won,2017-09-03,2017-09-14,4251.0
OGHK250E,gtx basic,,engaging,2017-09-03,,
SBC67V5T,mg special,ganjaflex,won,2017-09-03,2017-09-11,51.0
IDGLZJRX,mg special,gekko co,won,2017-09-03,2017-11-09,62.0
VYG4BHEE,gtx basic,golddex,lost,2017-09-03,2017-11-01,0.0
YFTW9Z69,mg advanced,stanredtax,lost,2017-09-04,2017-11-12,0.0
92IDH7MB,mg special,scottech,won,2017-09-04,2017-11-21,58.0
NR1JSUPQ,gtx plus basic,donware,won,2017-09-04,2017-11-11,973.0
ZNOARPNW,gtx plus pro,kinnamplus,won,2017-09-04,2017-09-13,4954.0
FNKZKHTJ,gtxpro,condax,won,2017-09-04,2017-09-06,5113.0
KXR63BV7,gtxpro,,engaging,2017-09-04,,
UAVOPRPV,gtx plus pro,xx zobam,won,2017-09-04,2017-12-26,4631.0
VMUTS9GK,gtx plus pro,condax,won,2017-09-04,2017-11-01,5807.0
SZPU1DSR,gtx plus basic,hottechi,lost,2017-09-04,2017-11-30,0.0
9EGLQG3N,gtx basic,zumgoity,won,2017-09-04,2017-12-14,640.0
BL23633Z,mg advanced,konmatfix,won,2017-09-04,2017-11-25,3830.0
87G25M68,gtx plus pro,cheers,won,2017-09-04,2017-12-28,5285.0
8F3RA844,gtxpro,betatech,lost,2017-09-04,2017-11-19,0.0
VJ1FT11H,gtx basic,xx holding,lost,2017-09-04,2017-11-18,0.0
TKI8MEZZ,gtx plus basic,domzoom,won,2017-09-04,2017-12-31,975.0
QSHP9AHU,gtx plus basic,funholding,won,2017-09-04,2017-12-13,847.0
MIDW7Q49,mg advanced,rangreen,won,2017-09-04,2017-12-15,2814.0
PW7QNSFG,mg advanced,lexiqvolax,won,2017-09-04,2017-11-06,3275.0
WGYE40NI,mg special,betatech,won,2017-09-04,2017-12-26,41.0
HLX6W646,gtx plus pro,dalttechnology,won,2017-09-04,2017-11-19,5185.0
6VMQQKLJ,gtxpro,dalttechnology,won,2017-09-04,2017-09-15,5191.0
VKIR68JX,gtx plus basic,,engaging,2017-09-04,,
FYS6IZO4,mg special,mathtouch,won,2017-09-04,2017-11-07,59.0
7OSD4T24,mg special,silis,won,2017-09-04,2017-12-08,54.0
W533W8G6,gtx basic,,engaging,2017-09-04,,
RW3CJO8D,mg advanced,,engaging,2017-09-04,,
5E274CQS,gtxpro,,engaging,2017-09-05,,
H29A7E6X,gtx plus basic,iselectrics,won,2017-09-05,2017-11-17,1076.0
IDN254QN,gtx basic,plussunin,won,2017-09-05,2017-11-20,490.0
W3U1N1RV,gtx plus pro,dambase,lost,2017-09-05,2017-11-24,0.0
5LPKNEEI,gtxpro,betatech,lost,2017-09-05,2017-09-13,0.0
073UCD9F,mg special,betatech,lost,2017-09-05,2017-12-10,0.0
7GDSUY9K,gtx plus pro,konmatfix,engaging,2017-09-05,,
H5J7C2FE,gtx basic,,engaging,2017-09-05,,
DCZOTU5X,gtx basic,konex,lost,2017-09-05,2017-11-13,0.0
KUJ5M6J3,gtxpro,labdrill,won,2017-09-05,2017-12-27,5663.0
YGUOEIEG,gtx plus basic,hottechi,lost,2017-09-05,2017-11-06,0.0
1UW6ILCH,gtx basic,bioplex,engaging,2017-09-05,,
CRL6IB5Z,gtx plus basic,rundofase,lost,2017-09-05,2017-11-26,0.0
STVHD67J,gtx plus basic,dontechi,won,2017-09-05,2017-09-16,1166.0
I3TDKU30,mg special,nam zim,lost,2017-09-05,2017-09-14,0.0
YUVNXSSD,mg special,konmatfix,lost,2017-09-05,2017-09-15,0.0
AZJXZFMR,mg special,rangreen,lost,2017-09-05,2017-11-26,0.0
2WPEOPIF,gtx basic,lexiqvolax,won,2017-09-05,2017-12-04,491.0
XMCRTC2K,gtx plus pro,green plus,won,2017-09-05,2017-11-07,5532.0
